Start_date,Start_day,Start_time,SHour,End_date,End_day,End_time,Duration,Category,Pickup,Destination,KM,Purpose,Driver_Rating,Fare,Tip,Payment_Method,Status
18-Jun-16,Saturday,07:29:00,7,18-Jun-16,Saturday,08:09:00,00:40:00,Business,Cary,Holly Springs,15.3,Temporary Site,2,534.9,53,Uber Cash,Completed
18-Aug-16,Thursday,16:00:00,16,18-Aug-16,Thursday,16:43:00,00:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,5,482.1,48,UPI/e-Wallet,Completed
19-Oct-16,Wednesday,11:36:00,11,19-Oct-16,Wednesday,12:07:00,00:31:00,Business,Cary,Raleigh,11.9,Temporary Site,1,422.7,42,Card,Completed
06-Apr-16,Wednesday,12:29:00,12,06-Apr-16,Wednesday,12:32:00,00:03:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,1,76.2,7,Uber Cash,Completed
29-Jul-16,Friday,14:31:00,14,29-Jul-16,Friday,15:01:00,00:30:00,Business,Raleigh,Cary,15.2,Meeting,,531.6,53,Card,Completed
17-Oct-16,Monday,12:59:00,12,17-Oct-16,Monday,13:17:00,00:18:00,Business,Cary,Morrisville,6,Errand/Supplies,5,228,22,Uber Cash,Completed
14-Jan-16,Thursday,15:10:00,15,14-Jan-16,Thursday,15:26:00,00:16:00,Business,Morrisville,Cary,6.1,Meal/Entertain,4,231.3,23,UPI/e-Wallet,Completed
13-Oct-16,Thursday,17:44:00,17,13-Oct-16,Thursday,18:08:00,00:24:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,5,300.6,30,Uber Cash,Completed
10-Mar-16,Thursday,19:57:00,19,10-Mar-16,Thursday,20:19:00,00:22:00,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain,3,294,29,Uber Cash,Completed
17-Jan-16,Sunday,08:25:00,8,17-Jan-16,Sunday,09:04:00,00:39:00,Business,Cary,Raleigh,13.6,Meeting,1,478.8,47,UPI/e-Wallet,Completed
15-Jan-16,Friday,10:10:00,10,15-Jan-16,Friday,10:40:00,00:30:00,Business,Raleigh,Cary,22.5,Meeting,5,772.5,77,Uber Cash,Completed
05-Sep-16,Monday,12:08:00,12,05-Sep-16,Monday,12:28:00,00:20:00,Business,Cary,Durham,10.4,Meeting,1,373.2,37,UPI/e-Wallet,Completed
14-Aug-16,Sunday,13:02:00,13,14-Aug-16,Sunday,13:26:00,00:24:00,Business,Durham,Cary,10,Meeting,5,360,36,Cash,Completed
26-Oct-16,Wednesday,17:03:00,17,26-Oct-16,Wednesday,17:16:00,00:13:00,Business,Whitebridge,Tanglewood,6,Meal/Entertain,5,228,,Uber Cash,Completed
26-Apr-16,Tuesday,18:49:00,18,26-Apr-16,Tuesday,19:05:00,00:16:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,1,244.5,24,Uber Cash,Completed
29-Dec-16,Thursday,19:07:00,19,29-Dec-16,Thursday,19:16:00,00:09:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2,132.3,13,UPI/e-Wallet,Completed
13-Sep-16,Tuesday,19:46:00,19,13-Sep-16,Tuesday,19:52:00,00:06:00,Business,Chessington,Chessington,1.9,Errand/Supplies,1,92.7,9,Uber Cash,Completed
18-Aug-16,Thursday,21:41:00,21,18-Aug-16,Thursday,21:50:00,00:09:00,Business,Morrisville,Cary,4.2,Between Offices,5,168.6,16,UPI/e-Wallet,Completed
19-Jul-16,Tuesday,13:30:00,13,19-Jul-16,Tuesday,13:40:00,00:10:00,Business,Whitebridge,Burtrose,4.9,Between Offices,1,191.7,19,Uber Cash,Completed
30-Oct-16,Sunday,14:13:00,14,30-Oct-16,Sunday,14:25:00,00:12:00,Business,Burtrose,Whitebridge,4.8,Between Offices,1,188.4,18,Card,Completed
18-Sep-16,Sunday,12:09:00,12,18-Sep-16,Sunday,12:34:00,00:25:00,Business,Cary,Raleigh,12.4,Customer Visit,5,439.2,43,Card,Completed
05-Aug-16,Friday,13:30:00,13,05-Aug-16,Friday,13:49:00,00:19:00,Business,Raleigh,Cary,32.8,Customer Visit,,1112.4,0,Card,Completed
31-Mar-16,Thursday,22:10:00,22,31-Mar-16,Thursday,22:28:00,00:18:00,Business,Morrisville,Cary,5.5,Customer Visit,4,211.5,21,Card,Completed
22-May-16,Sunday,11:44:00,11,22-May-16,Sunday,12:01:00,00:17:00,Business,Cary,Durham,9.9,Meeting,2,356.7,35,Card,Completed
28-Jul-16,Thursday,13:13:00,13,28-Jul-16,Thursday,13:34:00,00:21:00,Business,Durham,Cary,10,Meeting,1,360,36,Uber Cash,Completed
26-Nov-16,Saturday,18:46:00,18,26-Nov-16,Saturday,19:18:00,00:32:00,Business,Cary,Durham,14.2,Customer Visit,4,498.6,49,UPI/e-Wallet,Completed
08-Oct-16,Saturday,22:44:00,22,08-Oct-16,Saturday,23:19:00,00:35:00,Business,Durham,Cary,18.2,Meeting,3,630.6,63,Uber Cash,Completed
19-Aug-16,Friday,18:42:00,18,19-Aug-16,Friday,18:57:00,00:15:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,5,284.1,28,Uber Cash,Completed
11-Jul-16,Monday,22:16:00,22,11-Jul-16,Monday,22:34:00,00:18:00,Business,Waverly Place,Whitebridge,6.8,,1,254.4,,UPI/e-Wallet,Completed
09-Nov-16,Wednesday,13:45:00,13,09-Nov-16,Wednesday,13:53:00,00:08:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,5,99.3,9,Uber Cash,Completed
11-Jan-16,Monday,14:26:00,14,11-Jan-16,Monday,14:31:00,00:05:00,Business,Westpark Place,Whitebridge,2.3,,1,105.9,10,UPI/e-Wallet,Completed
27-Aug-16,Saturday,17:33:00,17,27-Aug-16,Saturday,17:45:00,00:12:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,4,234.6,23,Cash,Completed
12-Sep-16,Monday,17:54:00,17,12-Sep-16,Monday,18:10:00,00:16:00,Business,Tanglewood,Parkway,7.5,Meeting,0,277.5,27,Uber Cash,Completed
08-Aug-16,Monday,22:38:00,22,08-Aug-16,Monday,22:49:00,00:11:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,3,132.3,13,Uber Cash,Completed
14-Jun-16,Tuesday,14:14:00,14,14-Jun-16,Tuesday,14:21:00,00:07:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,3,102.6,10,UPI/e-Wallet,Completed
20-Jan-16,Wednesday,15:37:00,15,20-Jan-16,Wednesday,15:48:00,00:11:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,3,158.7,15,Uber Cash,Completed
24-Jan-16,Sunday,22:20:00,22,24-Jan-16,Sunday,22:28:00,00:08:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2,112.5,11,UPI/e-Wallet,Completed
06-Dec-16,Tuesday,15:16:00,15,06-Dec-16,Tuesday,15:37:00,00:21:00,Business,Cary,Morrisville,8.7,Meal/Entertain,3,317.1,31,Uber Cash,Completed
03-Mar-16,Thursday,20:55:00,20,03-Mar-16,Thursday,21:14:00,00:19:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,0,508.5,50,Gift Card,Completed
01-Feb-16,Monday,21:30:00,21,01-Feb-16,Monday,21:36:00,00:06:00,Business,Capitol One,University District,4.5,Meal/Entertain,3,178.5,17,Uber Cash,Completed
04-Jul-16,Monday,22:19:00,22,04-Jul-16,Monday,22:27:00,00:08:00,Business,University District,Capitol One,5,Meal/Entertain,2,195,19,UPI/e-Wallet,Completed
29-Sep-16,Thursday,21:24:00,21,29-Sep-16,Thursday,21:36:00,00:12:00,Business,Seattle,Redmond,14.2,Meal/Entertain,3,498.6,49,Uber Cash,Completed
30-Aug-16,Tuesday,22:34:00,22,30-Aug-16,Tuesday,22:40:00,00:06:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,4,125.7,12,Card,Completed
05-Aug-16,Friday,23:55:00,23,05-Aug-16,Friday,00:08:00,00:13:00,Business,Bellevue,Seattle,12.9,Meeting,0,455.7,45,Card,Completed
12-Aug-16,Friday,05:47:00,5,12-Aug-16,Friday,06:02:00,00:15:00,Business,Capitol One,Mcvan,14.4,Meeting,3,505.2,50,Card,Completed
10-May-16,Tuesday,16:45:00,16,10-May-16,Tuesday,16:59:00,00:14:00,Business,Chapel Hill,Morrisville,17,Meeting,,591,59,Card,Completed
23-Nov-16,Wednesday,17:18:00,17,23-Nov-16,Wednesday,17:44:00,00:26:00,Business,Morrisville,Cary,7.9,Customer Visit,3,290.7,29,Card,Completed
31-Jul-16,Sunday,06:08:00,6,31-Jul-16,Sunday,06:25:00,00:17:00,Business,Cary,Morrisville,8.4,Customer Visit,0,307.2,30,Card,Completed
09-Jan-16,Saturday,14:39:00,14,09-Jan-16,Saturday,15:06:00,00:27:00,Business,San Francisco,Palo Alto,20.5,Between Offices,3,706.5,70,Card,Completed
28-Aug-16,Sunday,17:58:00,17,28-Aug-16,Sunday,18:26:00,00:28:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2,353.4,,Cash,Completed
23-Dec-16,Friday,19:35:00,19,23-Dec-16,Friday,19:59:00,00:24:00,Business,Sunnyvale,Newark,17.6,Customer Visit,3,610.8,,Card,Completed
27-Oct-16,Thursday,09:03:00,9,27-Oct-16,Thursday,09:20:00,00:17:00,Business,Newark,Menlo Park,9.3,Customer Visit,3,336.9,,Card,Completed
07-Jan-16,Thursday,17:19:00,17,07-Jan-16,Thursday,17:31:00,00:12:00,Business,Menlo Park,Newark,7.9,Customer Visit,1,290.7,,Card,Completed
28-Mar-16,Monday,08:35:00,8,28-Mar-16,Monday,09:12:00,00:37:00,Business,Newark,San Francisco,25.6,Meeting,1,874.8,,Card,Completed
01-Oct-16,Saturday,21:47:00,21,01-Oct-16,Saturday,22:04:00,00:17:00,Business,Morrisville,Cary,8.1,Meeting,5,297.3,,Card,Completed
13-Oct-16,Thursday,18:35:00,18,13-Oct-16,Thursday,18:39:00,00:04:00,Business,Cary,Morrisville,3.1,Meal/Entertain,5,132.3,,UPI/e-Wallet,Completed
21-Sep-16,Wednesday,23:01:00,23,21-Sep-16,Wednesday,23:05:00,00:04:00,Business,Morrisville,Cary,3.1,Meal/Entertain,3,132.3,,Uber Cash,Completed
31-Jan-16,Sunday,13:15:00,13,31-Jan-16,Sunday,13:23:00,00:08:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,5,122.4,,Card,Completed
20-Aug-16,Saturday,13:56:00,13,20-Aug-16,Saturday,14:08:00,00:12:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,0,119.1,,Card,Completed
27-Jan-16,Wednesday,14:34:00,14,27-Jan-16,Wednesday,14:40:00,00:06:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,3,92.7,,Card,Completed
11-Jun-16,Saturday,09:11:00,9,11-Jun-16,Saturday,09:41:00,00:30:00,Business,Cary,Morrisville,8.4,Customer Visit,5,307.2,30,Uber Cash,Completed
12-Aug-16,Friday,13:00:00,13,12-Aug-16,Friday,13:02:00,00:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,0,280.8,28,Uber Cash,Completed
30-Dec-16,Friday,14:37:00,14,30-Dec-16,Friday,15:01:00,00:24:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,3,125.7,12,Cash,Completed
17-Apr-16,Sunday,10:56:00,10,17-Apr-16,Sunday,11:07:00,00:11:00,Business,Old City,Hog Island,11.2,Meeting,,399.6,39,UPI/e-Wallet,Completed
26-Jan-16,Tuesday,15:43:00,15,26-Jan-16,Tuesday,16:12:00,00:29:00,Business,Morrisville,Cary,8.2,Meal/Entertain,4,300.6,30,Uber Cash,Completed
05-Feb-16,Friday,15:39:00,15,05-Feb-16,Friday,15:46:00,00:07:00,Business,Cary,Morrisville,3,Meal/Entertain,2,129,12,UPI/e-Wallet,Completed
29-May-16,Sunday,18:46:00,18,29-May-16,Sunday,18:53:00,00:07:00,Business,Morrisville,Cary,2.5,Meal/Entertain,3,112.5,11,Cash,Completed
05-Sep-16,Monday,20:19:00,20,05-Sep-16,Monday,20:27:00,00:08:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,3,148.8,14,Card,Completed
25-Nov-16,Friday,21:09:00,21,25-Nov-16,Friday,21:21:00,00:12:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,1,148.8,14,Card,Completed
28-Dec-16,Wednesday,20:26:00,20,28-Dec-16,Wednesday,20:30:00,00:04:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,0,178.5,,UPI/e-Wallet,Completed
16-May-16,Monday,20:47:00,20,16-May-16,Monday,20:53:00,00:06:00,Business,Savon Height,Kilarney Woods,1.2,,1,69.6,6,Card,Completed
03-Jul-16,Sunday,22:11:00,22,03-Jul-16,Sunday,22:14:00,00:03:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,1,86.1,8,UPI/e-Wallet,Completed
02-Oct-16,Sunday,00:15:00,0,02-Oct-16,Sunday,00:21:00,00:06:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,0,185.1,18,Card,Completed
18-Jun-16,Saturday,12:52:00,12,18-Jun-16,Saturday,13:06:00,00:14:00,Business,Cary,Morrisville,6.1,Meal/Entertain,5,231.3,23,UPI/e-Wallet,Completed
07-Sep-16,Wednesday,14:35:00,14,07-Sep-16,Wednesday,15:04:00,00:29:00,Business,Morrisville,Cary,11.3,Customer Visit,0,402.9,40,Card,Completed
12-Jan-16,Tuesday,13:54:00,13,12-Jan-16,Tuesday,14:41:00,00:47:00,Business,Cary,Raleigh,14.9,Meeting,1,521.7,52,Card,Completed
02-Sep-16,Friday,16:02:00,16,02-Sep-16,Friday,16:39:00,00:37:00,Business,Raleigh,Cary,14,Meeting,4,492,49,Cash,Completed
14-May-16,Saturday,17:50:00,17,14-May-16,Saturday,17:59:00,00:09:00,Business,Westpark Place,Whitebridge,1.8,,4,89.4,8,Card,Completed
28-Mar-16,Monday,10:19:00,10,28-Mar-16,Monday,10:47:00,00:28:00,Business,Cary,Morrisville,6.7,Customer Visit,5,251.1,25,UPI/e-Wallet,Completed
11-Oct-16,Tuesday,13:10:00,13,11-Oct-16,Tuesday,13:39:00,00:29:00,Business,Morrisville,Cary,9.6,Meeting,2,346.8,34,Card,Completed
01-Sep-16,Thursday,11:29:00,11,01-Sep-16,Thursday,11:49:00,00:20:00,Business,Cary,Durham,10.4,Meeting,2,373.2,37,UPI/e-Wallet,Completed
05-Jul-16,Tuesday,13:08:00,13,05-Jul-16,Tuesday,13:38:00,00:30:00,Business,Durham,Cary,9.9,Meeting,3,356.7,35,Cash,Completed
09-Jul-16,Saturday,15:31:00,15,09-Jul-16,Saturday,15:54:00,00:23:00,Business,Cary,Morrisville,6,Meal/Entertain,1,228,22,Card,Completed
02-Feb-16,Tuesday,18:14:00,18,02-Feb-16,Tuesday,18:29:00,00:15:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,3,138.9,13,Card,Completed
28-Jan-16,Thursday,18:41:00,18,28-Jan-16,Thursday,18:53:00,00:12:00,Business,Morrisville,Cary,3.1,Errand/Supplies,,132.3,13,UPI/e-Wallet,Completed
27-Sep-16,Tuesday,19:36:00,19,27-Sep-16,Tuesday,19:42:00,00:06:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,1,86.1,8,Card,Completed
26-Dec-16,Monday,22:47:00,22,26-Dec-16,Monday,23:06:00,00:19:00,Business,Morrisville,Cary,4,Between Offices,1,162,16,UPI/e-Wallet,Completed
17-Dec-16,Saturday,14:03:00,14,17-Dec-16,Saturday,14:33:00,00:30:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,0,287.4,28,Card,Completed
19-Aug-16,Friday,15:06:00,15,19-Aug-16,Friday,15:22:00,00:16:00,Business,Cary,Morrisville,7.8,Customer Visit,0,287.4,28,UPI/e-Wallet,Completed
01-Apr-16,Friday,15:57:00,15,01-Apr-16,Friday,16:08:00,00:11:00,Business,Weston,Weston,3.8,Meal/Entertain,3,155.4,15,Card,Completed
04-Apr-16,Monday,18:05:00,18,04-Apr-16,Monday,18:14:00,00:09:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2,112.5,,Card,Completed
11-Feb-16,Thursday,21:53:00,21,11-Feb-16,Thursday,22:05:00,00:12:00,Business,Cary,Durham,9.9,Meeting,3,356.7,35,Cash,Completed
10-Jun-16,Friday,23:52:00,23,10-Jun-16,Friday,00:08:00,00:14:00,Business,Durham,Cary,9.9,Meeting,4,356.7,35,Cash,Completed
10-Sep-16,Saturday,15:36:00,15,10-Sep-16,Saturday,15:45:00,00:09:00,Business,Whitebridge,Hazelwood,3,Errand/Supplies,0,129,12,Cash,Completed
17-Jul-16,Sunday,16:16:00,16,17-Jul-16,Sunday,16:24:00,00:08:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,4,109.2,10,Card,Completed
15-Dec-16,Thursday,20:06:00,20,15-Dec-16,Thursday,20:20:00,00:14:00,Business,Cary,Apex,5.7,Meal/Entertain,4,218.1,21,Card,Completed
22-Mar-16,Tuesday,21:08:00,21,22-Mar-16,Tuesday,21:37:00,00:29:00,Business,Apex,Cary,7.2,Meal/Entertain,4,267.6,26,Card,Completed
19-Jan-16,Tuesday,21:41:00,21,19-Jan-16,Tuesday,22:00:00,00:19:00,Business,Cary,Durham,10.4,Meeting,0,373.2,37,Card,Completed
07-Jan-16,Thursday,23:34:00,23,07-Jan-16,Thursday,23:48:00,00:14:00,Business,Durham,Cary,9.9,Meeting,5,356.7,35,Card,Completed
27-Nov-16,Sunday,21:42:00,21,27-Nov-16,Sunday,22:00:00,00:18:00,Business,Cary,Durham,10.4,Meeting,2,373.2,37,Cash,Completed
20-Jun-16,Monday,23:41:00,23,20-Jun-16,Monday,00:04:00,00:23:00,Business,Durham,Cary,9.9,Meeting,3,356.7,35,Cash,Completed
22-Jan-16,Friday,08:23:00,8,22-Jan-16,Friday,08:53:00,00:30:00,Business,Cary,Morrisville,8.7,Meal/Entertain,3,317.1,31,Card,Completed
29-Jan-16,Friday,12:04:00,12,29-Jan-16,Friday,13:01:00,00:57:00,Business,Jamaica,New York,22.3,Errand/Supplies,0,765.9,76,Card,Completed
11-Dec-16,Sunday,13:12:00,13,11-Dec-16,Sunday,13:29:00,00:17:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,5,138.9,13,Card,Completed
27-Dec-16,Tuesday,14:31:00,14,27-Dec-16,Tuesday,14:37:00,00:06:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,0,53.1,5,Card,Completed
09-Nov-16,Wednesday,16:55:00,16,09-Nov-16,Wednesday,17:11:00,00:16:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,1,112.5,11,Card,Completed
27-Sep-16,Tuesday,17:16:00,17,27-Sep-16,Tuesday,17:18:00,00:02:00,Business,Soho,Tribeca,0.5,Errand/Supplies,0,46.5,4,Card,Completed
02-Jul-16,Saturday,17:59:00,17,02-Jul-16,Saturday,18:05:00,00:06:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,2,59.7,5,Cash,Completed
18-May-16,Wednesday,20:11:00,20,18-May-16,Wednesday,20:25:00,00:14:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,1,188.4,18,Cash,Completed
10-Apr-16,Sunday,15:19:00,15,10-Apr-16,Sunday,16:28:00,01:09:00,Business,New York,Jamaica,16.3,Meeting,1,567.9,56,UPI/e-Wallet,Completed
30-Aug-16,Tuesday,21:47:00,21,30-Aug-16,Tuesday,22:04:00,00:17:00,Business,Cary,Durham,10.4,Meeting,1,373.2,37,Cash,Completed
04-Sep-16,Sunday,23:53:00,23,04-Sep-16,Sunday,00:01:00,00:07:00,Business,Durham,Cary,9.9,Meeting,0,356.7,35,Card,Completed
10-Apr-16,Sunday,17:08:00,17,10-Apr-16,Sunday,17:16:00,00:08:00,Business,Cary,Morrisville,3.7,Errand/Supplies,2,152.1,15,Cash,Completed
11-Jan-16,Monday,17:34:00,17,11-Jan-16,Monday,17:39:00,00:05:00,Business,Morrisville,Cary,4.6,Meal/Entertain,2,181.8,18,Card,Completed
19-Jul-16,Tuesday,17:50:00,17,19-Jul-16,Tuesday,17:56:00,00:06:00,Business,Westpark Place,Whitebridge,1.7,,1,86.1,8,Uber Cash,Completed
06-Aug-16,Saturday,21:45:00,21,06-Aug-16,Saturday,22:04:00,00:19:00,Business,Cary,Durham,10.4,Meeting,5,373.2,37,Gift Card,Completed
03-Sep-16,Saturday,23:39:00,23,03-Sep-16,Saturday,00:05:00,00:26:00,Business,Durham,Cary,9.9,Meeting,0,356.7,35,Cash,Completed
11-Jul-16,Monday,19:53:00,19,11-Jul-16,Monday,19:56:00,00:03:00,Business,Cary,Morrisville,2.5,Meal/Entertain,3,112.5,11,Uber Cash,Completed
20-Aug-16,Saturday,20:05:00,20,20-Aug-16,Saturday,20:16:00,00:11:00,Business,Morrisville,Cary,4.3,Errand/Supplies,1,171.9,17,Cash,Completed
21-Jul-16,Thursday,21:58:00,21,21-Jul-16,Thursday,22:19:00,00:21:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,5,122.4,12,Uber Cash,Completed
12-Oct-16,Wednesday,05:23:00,5,12-Oct-16,Wednesday,05:42:00,00:19:00,Business,Cary,Morrisville,8.4,Meal/Entertain,3,307.2,30,Cash,Completed
21-Apr-16,Thursday,14:17:00,14,21-Apr-16,Thursday,14:46:00,00:29:00,Business,Oakland,Emeryville,13.2,Meeting,0,465.6,46,Cash,Completed
07-Feb-16,Sunday,18:08:00,18,07-Feb-16,Sunday,18:47:00,00:39:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,2,158.7,15,Cash,Completed
04-Jul-16,Monday,18:54:00,18,04-Jul-16,Monday,19:23:00,00:29:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,0,198.3,19,Uber Cash,Completed
18-Apr-16,Monday,20:00:00,20,18-Apr-16,Monday,20:05:00,00:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,0,201.6,20,Cash,Completed
05-Jun-16,Sunday,12:03:00,12,05-Jun-16,Sunday,12:21:00,00:18:00,Business,Emeryville,San Francisco,9.8,,0,353.4,35,Uber Cash,Completed
16-Oct-16,Sunday,16:09:00,16,16-Oct-16,Sunday,16:39:00,00:30:00,Business,San Francisco,Emeryville,11.6,Meeting,1,412.8,41,Cash,Completed
24-Jun-16,Friday,17:15:00,17,24-Jun-16,Friday,17:24:00,00:09:00,Business,Emeryville,Oakland,5.1,Meeting,0,198.3,19,Card,Completed
29-Jul-16,Friday,17:27:00,17,29-Jul-16,Friday,17:57:00,00:30:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,0,336.9,33,Uber Cash,Completed
20-Jan-16,Wednesday,01:46:00,1,20-Jan-16,Wednesday,02:06:00,00:20:00,Business,Kenner,New Orleans,12.4,Between Offices,5,439.2,43,Gift Card,Completed
15-Jul-16,Friday,15:26:00,15,15-Jul-16,Friday,15:34:00,00:08:00,Business,CBD,Lower Garden District,1.9,Between Offices,5,92.7,9,UPI/e-Wallet,Completed
25-Nov-16,Friday,16:37:00,16,25-Nov-16,Friday,17:02:00,00:25:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,0,241.2,24,Gift Card,Completed
18-May-16,Wednesday,17:29:00,17,18-May-16,Wednesday,17:49:00,00:20:00,Personal,Lakeview,Storyville,5.5,,1,211.5,21,Cash,Completed
18-Jan-16,Monday,19:52:00,19,18-Jan-16,Monday,19:58:00,00:06:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,3,79.5,,Gift Card,Completed
18-May-16,Wednesday,13:36:00,13,18-May-16,Wednesday,14:30:00,00:54:00,Business,New Orleans,Metairie,14.5,,0,508.5,50,Cash,Completed
03-Jun-16,Friday,14:42:00,14,03-Jun-16,Friday,14:46:00,00:04:00,Business,Metairie,Kenner,2.7,,1,119.1,11,Gift Card,Completed
01-Jul-16,Friday,15:17:00,15,01-Jul-16,Friday,15:41:00,00:24:00,Business,Kenner,New Orleans,15,,2,525,52,Cash,Completed
03-Feb-16,Wednesday,19:39:00,19,03-Feb-16,Wednesday,19:56:00,00:17:00,Business,New Orleans,Kenner,12.9,,5,455.7,45,Cash,Completed
12-Sep-16,Monday,21:43:00,21,12-Sep-16,Monday,21:56:00,00:13:00,Business,Kenner,New Orleans,13.6,,5,478.8,47,Uber Cash,Completed
31-Mar-16,Thursday,16:11:00,16,31-Mar-16,Thursday,16:44:00,00:33:00,Business,New Orleans,Kenner,12.2,,4,432.6,43,Uber Cash,Completed
17-Feb-16,Wednesday,00:29:00,0,17-Feb-16,Wednesday,00:51:00,00:22:00,Business,Morrisville,Cary,8.7,,0,317.1,31,Cash,Completed
23-Oct-16,Sunday,02:39:00,2,23-Oct-16,Sunday,02:50:00,00:11:00,Business,Cary,Raleigh,6,,1,228,22,Cash,Completed
30-Oct-16,Sunday,05:51:00,5,30-Oct-16,Sunday,06:00:00,00:09:00,Business,Raleigh,Cary,5.9,,1,224.7,22,Uber Cash,Completed
07-Nov-16,Monday,15:39:00,15,07-Nov-16,Monday,16:08:00,00:29:00,Business,Cary,Raleigh,19.3,,4,666.9,66,Uber Cash,Completed
25-Apr-16,Monday,17:11:00,17,25-Apr-16,Monday,18:02:00,00:51:00,Business,Raleigh,Cary,16.6,Meal/Entertain,0,577.8,57,Cash,Completed
16-Jun-16,Thursday,10:41:00,10,16-Jun-16,Thursday,10:57:00,00:16:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,0,264.3,26,Card,Completed
30-Jan-16,Saturday,11:54:00,11,30-Jan-16,Saturday,12:01:00,00:07:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,3,99.3,9,Card,Completed
18-May-16,Wednesday,12:19:00,12,18-May-16,Wednesday,12:37:00,00:18:00,Business,Cary,Raleigh,8.6,Errand/Supplies,1,313.8,31,Card,Completed
27-Aug-16,Saturday,12:50:00,12,27-Aug-16,Saturday,13:12:00,00:22:00,Business,Raleigh,Morrisville,9,Errand/Supplies,5,327,32,Card,Completed
09-Apr-16,Saturday,13:18:00,13,09-Apr-16,Saturday,13:27:00,00:09:00,Business,Morrisville,Cary,3.1,Errand/Supplies,1,132.3,13,Card,Completed
19-Mar-16,Saturday,14:01:00,14,19-Mar-16,Saturday,14:20:00,00:19:00,Business,Cary,Morrisville,8.4,Temporary Site,3,307.2,30,Uber Cash,Completed
07-Aug-16,Sunday,20:44:00,20,07-Aug-16,Sunday,21:02:00,00:18:00,Business,Kenner,New Orleans,12.8,,5,452.4,45,UPI/e-Wallet,Completed
29-Aug-16,Monday,09:03:00,9,29-Aug-16,Monday,09:12:00,00:09:00,Business,CBD,Bywater,4.5,,3,178.5,17,Uber Cash,Completed
11-Sep-16,Sunday,09:15:00,9,11-Sep-16,Sunday,10:08:00,00:53:00,Business,New Orleans,Chalmette,11.8,Between Offices,2,419.4,41,Card,Completed
10-Jan-16,Sunday,10:18:00,10,10-Jan-16,Sunday,10:25:00,00:07:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,5,66.3,6,Card,Completed
28-Jan-16,Thursday,10:50:00,10,28-Jan-16,Thursday,11:18:00,00:28:00,Business,Arabi,Metairie,17,Meal/Entertain,5,591,59,Uber Cash,Completed
11-Jul-16,Monday,11:25:00,11,11-Jul-16,Monday,11:34:00,00:09:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,5,86.1,8,Cash,Completed
28-Mar-16,Monday,11:53:00,11,28-Mar-16,Monday,13:21:00,01:28:00,Business,Metairie,New Orleans,15.5,Meeting,1,541.5,54,Uber Cash,Completed
28-Feb-16,Sunday,19:47:00,19,28-Feb-16,Sunday,19:58:00,00:11:00,Business,Storyville,Marigny,1.6,,4,82.8,,Card,Completed
